session,created,modified,ended,expired,prpid,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe,diffi,infor,value,check
lju9dA3fPZ0cmT3odJ-P8Srid7n8yPuhMMkELJ_cyCaYKI3SIcaUkKOFi3Bd3TyB,2023-11-09T12:00:06Z,NA,NA,NA,60670ac0fc7e169231369ab1,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,accuracy_sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mM3s6PtyEI5GdR0DCu5vCDHbSW9YxTmYjadu7AhnWJWkvOz5bcwPuM-WN6rwy9GB,2023-11-09T14:12:35Z,2023-11-09T14:43:26Z,2023-11-09T14:43:26Z,NA,5c72f9bf8711bf000139c5ee,lesson_live_vs_video,eg_signaling_overlap,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.8,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.65,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_-0.5,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,5,NA,4,NA,-0.2,40,77,5,6,4,NA,0.4,10,80,5,5,4,NA,-0.4,0,80,4,4,4,NA,-0.4,10,80,4,4,4,NA,0.4,7,80,4,4,4,NA,-0.4,6,80,4,5,4,NA,0.4,7,80,4,5,4,NA,0.4,9,80,4,5,4,NA,-0.4,4,80,4,4,4,NA,-0.4,4,80,4,4,4,NA,5,3,2,5,1,1,The amount of students ,The test score ,test score ,the amount of students ,1,NA,4,20,4.65,4.95,5.05,NA
mS-QzngfG30lUTBnmeU1DYvI9zUdiKnUf6-D0rUnyBSn10hLsgpHc_J44TQc7M75,2023-11-09T15:22:23Z,2023-11-09T15:42:31Z,2023-11-09T15:42:31Z,NA,5b15821c1e55760001ba20d0,reading_digital_vs_analog,cg,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.2,accuracy_sensitivity,1,5,NA,0.2,66,5,5,5,5,NA,0,48,99,5,5,3,NA,0.2,75,80,5,5,5,NA,-0.2,40,85,5,5,4,NA,0.2,60,90,5,5,5,NA,-0.2,40,85,5,5,5,NA,0,45,99,5,5,5,NA,0,55,99,5,5,5,NA,0.2,60,85,5,5,5,NA,0,55,99,5,5,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,NA,NA,5,3,2,5,1,1,the frequency of students getting each score,The score on the knowledge test,the score on the knowledge test,the frequency of students getting that score,6,university,3,6,4.85,5,5,NA
mzCwO_8cT2i9Hvwwu6FC1b6TUQsatuwCgDEs0ojuAQvL2oEUz92mTnSMFhuYcBG_,2023-11-09T14:30:33Z,2023-11-09T14:53:37Z,2023-11-09T14:53:37Z,NA,5d24dfa45bb1fe001897995b,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_-0.35,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,accuracy_sensitivity,1,6,NA,0.2,52,70,4,3,5,NA,0,50,78,2,2,4,NA,0.2,55,45,3,2,4,NA,0,48,50,3,2,3,NA,0,0,46,4,3,3,NA,0,2,48,3,2,3,NA,0,0,48,4,2,3,NA,0.2,0,46,3,2,4,NA,0.2,2,12,2,2,4,NA,-0.2,0,76,2,2,NA,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,2,4,NA,5,3,2,5,1,1,the score,the mean,the mean and variation,the score,6,TEFL,2,5,3.55,3,2.1,NA
n38E1SvpBiAUIdGJlVPqqghLAD_lThicDMdDbdbOwFffExq3oo1TvGoTDHq_C3pp,2023-11-09T14:07:11Z,2023-11-09T14:36:40Z,2023-11-09T14:36:41Z,NA,5d4973d3f3773b0015911eca,lesson_live_vs_video,cg,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,accuracy_sensitivity,1,4,NA,0.2,45,90,2,1,4,NA,0.2,45,87,2,1,4,NA,0.2,45,90,2,1,4,NA,-0.2,55,87,2,1,4,NA,0.2,55,87,2,1,4,NA,0.2,55,87,2,1,4,NA,-0.2,55,90,2,1,4,NA,0.2,45,90,2,1,4,NA,-0.2,55,90,2,1,4,NA,0.2,41,90,2,1,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,1,NA,NA,5,3,2,5,1,1,group,score,score,group,2,NA,2,5,4,2,1,NA
nB86lySDyKbiMqYvPXW-aG2P8nVDqsOk7BhcAJhQNzhXZ_vePnQoF8qe4gVKHriR,2023-11-09T19:33:55Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nCI_PKQoIsO6NruwppNWG4mt3tnyKO-3rO4u-v_0j606OHan0H3afbLJugZ14LuP,2023-11-10T17:31:21Z,2023-11-10T17:50:35Z,2023-11-10T17:50:35Z,NA,5f7dd788bbca8b0008380008,lesson_live_vs_video,cg,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_xaxis_-0.2,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.5,accuracy_sensitivity,1,5,NA,-0.2,43,85,5,4,4,NA,0,58,85,4,3,2,NA,0,65,75,2,2,4,NA,0,80,75,4,3,2,NA,0,40,90,2,2,4,NA,0,47,90,4,4,3,NA,0,49,95,5,4,3,NA,0,40,85,4,4,5,NA,0,48,95,5,4,4,NA,-0.2,30,70,4,4,NA,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,NA,NA,5,3,2,5,1,1,The experimental condition that the data belongs to,The density distribution of students' scores on the knowledge test,The students' scores on the knowledge test,The denisty/frequency of those scores ,6,Private tutoring company,"1, 2",3.5,3.8,4.05,3.8,NA
nRC8-3P5glYmOkFb8EYWF55Hl6aTzXmAiscCuO-aLBw3FCQWIylu_HHrkayInCg1,2023-11-09T18:28:53Z,2023-11-09T18:33:40Z,NA,NA,600ad0fb206b70059718a0c5,video_withsub_vs_without,cg,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,sensitivity_accuracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nSDucEyvaY-0slsPw94uPaqEf48t6xgfHjAO8u3z8imZ5MpbNeaqngVi-oDc4U3X,2023-11-09T15:29:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nTyXEebw8ecljbfhqDSOu0lWRC-Uiq3F3BLrrGNk61MHgbNs6c8GsZEB_31TmKfr,2023-11-09T12:50:16Z,2023-11-09T12:54:01Z,NA,NA,573143c2070de6000842d091,lesson_live_vs_video,eg_signaling_u3,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_xaxis_0.35,halfeye_yaxis_-0.35,halfeye_yaxis_0.35,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,3,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nVl63mEopCFQuk8kJLcTcA6vIhIqtfpAWyw09UR7CUhfqcv0QGt1h-hU5RTRAgKs,2023-11-10T16:02:58Z,2023-11-10T16:28:35Z,2023-11-10T16:28:35Z,NA,5b0319e68d753d0001cc75c7,video_withsub_vs_without,eg_signaling_overlap,halfeye_xaxis_0.65,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_xaxis_-0.35,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_0.65,accuracy_sensitivity,1,3,NA,0.6,15,70,3,2,4,NA,0.6,65,60,4,3,5,NA,0.4,55,75,4,3,3,NA,0.2,30,85,4,3,5,NA,0.2,5,15,4,3,4,NA,0.2,5,5,4,3,2,NA,0.4,45,65,3,2,3,NA,0.2,15,85,3,2,5,NA,0.4,50,60,4,4,5,NA,0,10,90,4,4,NA,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,5,NA,5,3,2,5,1,1,Number of students attaining that score,Test result,Test score,Number of students attaining that test score,3,NA,"3, 4",17,4.65,4.55,4.1,NA
nYZgUf5NFkW56OJXfwA4kOJzx-2GurbOiJ1jeiX-XIbIZud1GrYBN8rnAjNWubwF,2023-11-09T14:23:46Z,2023-11-09T14:35:30Z,2023-11-09T14:35:30Z,NA,60367f406faedb870ad03db9,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_0.65,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.35,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,3,5,NA,0.6,0,0,6,5,5,NA,0.6,80,80,5,5,3,NA,0.4,20,20,6,5,3,NA,0.2,15,15,4,5,5,NA,0.2,40,40,4,5,4,NA,0.2,25,25,5,4,5,NA,0.2,15,15,5,5,5,NA,-0.2,20,20,4,5,5,NA,0.2,5,5,4,5,4,NA,0.2,10,10,4,5,4,NA,5,3,2,5,3,2,reading on paper,test score,15-90 Test core and middle score,15-90 Test core and middle score,4,NA,1,4,4.5,4.85,5.05,NA
